カテゴリ名,サブカテゴリ名,アイテム名,所要日数作業単位_数量,所要日数作業単位_単位,基本所要日数名,基本所要日数,歩掛作業単位_数量,歩掛作業単位_単位,基本歩掛名,歩掛カテゴリ,項目名,歩掛数量,歩掛単位,説明
橋梁,PC橋架設工,鉄筋加工・組立,,,,,1,t,,労務,普通作業員,,人,表9.1
橋梁,PC橋架設工,鉄筋加工・組立,,,,,1,t,,,PC鋼棒,,t,"式9.1,表9.2"
橋梁,PC橋架設工,鉄筋加工・組立,,,,,1,t,,機械,ラフテレーンクレーン,,日,表9.1 機械賃料
橋梁,PC橋架設工,鉄筋加工・組立,,,,,1,t,,,諸雑費,1,式,表9.1
橋梁,PC橋架設工,コンクリートポンプ車打設,,,,,10,m³,,労務,土木一般世話役,,人,表10.1
橋梁,PC橋架設工,コンクリートポンプ車打設,,,,,10,m³,,労務,特殊作業員,,人,表10.1
橋梁,PC橋架設工,コンクリートポンプ車打設,,,,,10,m³,,労務,普通作業員,,人,表10.1
橋梁,PC橋架設工,コンクリートポンプ車打設,,,,,10,m³,,資材,生コンクリート,,m³,"式10.1,表10.2"
橋梁,PC橋架設工,コンクリートポンプ車打設,,,,,10,m³,,機械,コンクリートポンプ車 運転,,h,表10.1 機械損料
橋梁,PC橋架設工,コンクリートポンプ車打設,,,,,10,m³,,,圧送管組立・撤去費,1,式,必要に応じて計上
橋梁,PC橋架設工,コンクリートポンプ車打設,,,,,10,m³,,,諸雑費,1,式,表10.1
橋梁,PC橋架設工,PC鋼棒工,,,,,1,t,,労務,橋りょう世話役,,人,表11.1
橋梁,PC橋架設工,PC鋼棒工,,,,,1,t,,労務,橋りょう特殊工,,人,表11.1
橋梁,PC橋架設工,PC鋼棒工,,,,,1,t,,労務,普通作業員,,人,表11.1
橋梁,PC橋架設工,PC鋼棒工,,,,,1,t,,,PC鋼棒,,t,
橋梁,PC橋架設工,PC鋼棒工,,,,,1,t,,機械,ラフテレーンクレーン,,日,表11.1 機械賃料
橋梁,PC橋架設工,PC鋼棒工,,,,,1,t,,,諸雑費,1,式,表11.1
橋梁,PC橋架設工,PC鋼棒継手工,,,,,10,箇所,,労務,橋りょう世話役,,人,表11.2
橋梁,PC橋架設工,PC鋼棒継手工,,,,,10,箇所,,労務,橋りょう特殊工,,人,表11.2
橋梁,PC橋架設工,PC鋼棒継手工,,,,,10,箇所,,労務,普通作業員,,人,表11.2
橋梁,PC橋架設工,PC鋼棒継手工,,,,,10,箇所,,,継手装置,10,組,
橋梁,PC橋架設工,PC鋼棒継手工,,,,,10,箇所,,,諸雑費,1,式,表11.2
橋梁,PC橋架設工,PC鋼棒定着工,,,,,10,箇所,,労務,橋りょう特殊工,,人,表11.3
橋梁,PC橋架設工,PC鋼棒定着工,,,,,10,箇所,,,定着装置,10,組,
橋梁,PC橋架設工,PC鋼棒定着工,,,,,10,箇所,,,諸雑費,1,式,表11.3
橋梁,PC橋架設工,PC鋼棒緊張工,,,,,10,箇所,,労務,橋りょう世話役,,人,表11.4
橋梁,PC橋架設工,PC鋼棒緊張工,,,,,10,箇所,,労務,橋りょう特殊工,,人,表11.4
橋梁,PC橋架設工,PC鋼棒緊張工,,,,,10,箇所,,労務,普通作業員,,人,表11.4
橋梁,PC橋架設工,PC鋼棒緊張工,,,,,10,箇所,,,定着装置,10,組,
橋梁,PC橋架設工,PC鋼棒緊張工,,,,,10,箇所,,,諸雑費,1,式,表11.4
橋梁,PC橋架設工,PCケーブル工,,,,,1,t,,労務,橋りょう世話役,,人,表11.5
橋梁,PC橋架設工,PCケーブル工,,,,,1,t,,労務,橋りょう特殊工,,人,表11.5
橋梁,PC橋架設工,PCケーブル工,,,,,1,t,,労務,普通作業員,,人,表11.5
橋梁,PC橋架設工,PCケーブル工,,,,,1,t,,,PCケーブル,,t,"式11.1,表11.6"
橋梁,PC橋架設工,PCケーブル工,,,,,1,t,,機械,ラフテレーンクレーン,,日,表11.5 機械賃料
橋梁,PC橋架設工,PCケーブル工,,,,,1,t,,,諸雑費,1,式,表11.5
橋梁,PC橋架設工,PCケーブル定着工締付け方向○○締○○型,,,,,10,箇所,,労務,橋りょう特殊工,,人,表11.7
橋梁,PC橋架設工,PCケーブル定着工締付け方向○○締○○型,,,,,10,箇所,,,定着装置,10,組,
橋梁,PC橋架設工,PCケーブル定着工締付け方向○○締○○型,,,,,10,箇所,,,諸雑費,1,式,表11.7
橋梁,PC橋架設工,PCケーブル緊張工紹付け方向○○○○型,,,,,10,箇所,,労務,橋りょう世話役,,人,表11.8
橋梁,PC橋架設工,PCケーブル緊張工紹付け方向○○○○型,,,,,10,箇所,,労務,橋りょう特殊工,,人,表11.8
橋梁,PC橋架設工,PCケーブル緊張工紹付け方向○○○○型,,,,,10,箇所,,労務,普通作業員,,人,表11.8
橋梁,PC橋架設工,PCケーブル緊張工紹付け方向○○○○型,,,,,10,箇所,,,定着装置,10,組,
橋梁,PC橋架設工,PCケーブル緊張工紹付け方向○○○○型,,,,,10,箇所,,,諸雑費,1,式,表11.8
橋梁,PC橋架設工,機械器具損料,,,,,1,工事,,資材,コンクリートブレーカ,,日,表13.1
橋梁,PC橋架設工,機械器具損料,,,,,1,工事,,,空気圧縮機,,日,表13.1
橋梁,PC橋架設工,機械器具損料,,,,,1,工事,,,片持架設用移動作業車,,日,表13.1
橋梁,PC橋架設工,機械器具損料,,,,,1,工事,,,片持架設用移動作業車改造費,持込み 台数,台,
橋梁,PC橋架設工,機械器具損料,,,,,1,工事,,労務,場所打桁架設工具,,日,表13.1
橋梁,PC橋架設工,機械器具損料,,,,,1,工事,,,チェーンブロック,,台,表13.1
橋梁,PC橋架設工,機械器具損料,,,,,1,工事,,,主桁製作用雑器具,,日,
橋梁,PC橋架設工,機械器具損料,,,,,1,工事,,,緊張ジャッキ・ポンプ,,組・日,表13.1
橋梁,PC橋架設工,機械器具損料,,,,,1,工事,,,グラウトミキサ・ポンプ・ウインチ・グラウト流量計・空気圧縮機・水槽 真空ポンプ,,組・日,表13.1
橋梁,PC橋架設工,機械器具損料,,,,,1,工事,,,発動発電機,,台,表13.1 必要に応じて計上
橋梁,PC橋架設工,機械器具損料,,,,,1,工事,,,諸雑費,1,式,表13.2
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,労務,土木一般世話役,,人,表3.2
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,労務,型わく工,,人,表3.2
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,労務,とび工,,人,表3.2
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,労務,特殊作業員,,人,表3.2
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,労務,普通作業員,,人,表3.2
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,資材,生コンクリート,,m³,
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,機械,コンクリートポンプ車 運転,,日,表3.2 機械損料
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,,諸雑費,1,式,表3.2
橋梁,ポストテンション場所打ホロースラブ橋工,鉄筋工,,,,,1,t,,労務,土木一般世話役,,人,表3.3
橋梁,ポストテンション場所打ホロースラブ橋工,鉄筋工,,,,,1,t,,労務,鉄筋工,,人,表3.3
橋梁,ポストテンション場所打ホロースラブ橋工,鉄筋工,,,,,1,t,,労務,とび工,,人,表3.3
橋梁,ポストテンション場所打ホロースラブ橋工,鉄筋工,,,,,1,t,,労務,普通作業員,,人,表3.3
橋梁,ポストテンション場所打ホロースラブ橋工,鉄筋工,,,,,1,t,,,棒鋼,,t,
橋梁,ポストテンション場所打ホロースラブ橋工,鉄筋工,,,,,1,t,,,諸雑費,1,式,
橋梁,ポストテンション場所打ホロースラブ橋工,ケーブル工○○KN (○○t) 型ケーブル,,,,,100,m,,労務,橋りょう世話役,,人,表3.4
橋梁,ポストテンション場所打ホロースラブ橋工,ケーブル工○○KN (○○t) 型ケーブル,,,,,100,m,,労務,橋りょう特殊工,,人,表3.4
橋梁,ポストテンション場所打ホロースラブ橋工,ケーブル工○○KN (○○t) 型ケーブル,,,,,100,m,,労務,とび工,,人,表3.4
橋梁,ポストテンション場所打ホロースラブ橋工,ケーブル工○○KN (○○t) 型ケーブル,,,,,100,m,,労務,普通作業員,,人,表3.4
橋梁,ポストテンション場所打ホロースラブ橋工,ケーブル工○○KN (○○t) 型ケーブル,,,,,100,m,,,PC鋼材,,kg,
橋梁,ポストテンション場所打ホロースラブ橋工,ケーブル工○○KN (○○t) 型ケーブル,,,,,100,m,,,諸雑費,1,式,
橋梁,ポストテンション場所打ホロースラブ橋工,緊張工○○kN (○○)型,,,,,10,ケーブル,,労務,橋りょう世話役,,人,表3.5
橋梁,ポストテンション場所打ホロースラブ橋工,緊張工○○kN (○○)型,,,,,10,ケーブル,,労務,橋りょう特殊工,,人,表3.5
橋梁,ポストテンション場所打ホロースラブ橋工,緊張工○○kN (○○)型,,,,,10,ケーブル,,労務,型わく工,,人,表3.5
橋梁,ポストテンション場所打ホロースラブ橋工,緊張工○○kN (○○)型,,,,,10,ケーブル,,労務,普通作業員,,人,表3.5
橋梁,ポストテンション場所打ホロースラブ橋工,緊張工○○kN (○○)型,,,,,10,ケーブル,,,定着装置,,個,
橋梁,ポストテンション場所打ホロースラブ橋工,緊張工○○kN (○○)型,,,,,10,ケーブル,,,諸雑費,1,式,
橋梁,ポストテンション場所打ホロースラブ橋工,接続工○OkN(○○)型,,,,,1,組,,労務,橋りょう世話役,$1/D\times1$,人,"表3.6,表3.7"
橋梁,ポストテンション場所打ホロースラブ橋工,接続工○OkN(○○)型,,,,,1,組,,労務,橋りょう特殊工,$1/D\times2$,人,"表3.6,表3.7"
橋梁,ポストテンション場所打ホロースラブ橋工,接続工○OkN(○○)型,,,,,1,組,,労務,普通作業員,$1/D\times2$,人,"表3.6,表3.7"
橋梁,ポストテンション場所打ホロースラブ橋工,接続工○OkN(○○)型,,,,,1,組,,,接続具,1,組,
橋梁,ポストテンション場所打ホロースラブ橋工,接続工○OkN(○○)型,,,,,1,組,,,諸雑費,1,式,表3.8
橋梁,ポストテンション場所打ホロースラブ橋工,落橋防止装置取付工,,,,,1,組,,労務,橋りょう世話役,$1/D\times1$,人,"表4.2,表4.3"
橋梁,ポストテンション場所打ホロースラブ橋工,落橋防止装置取付工,,,,,1,組,,労務,橋りょう特殊工,$1/D\times2$,人,"表4.2,表4.3"
橋梁,ポストテンション場所打ホロースラブ橋工,落橋防止装置取付工,,,,,1,組,,労務,普通作業員,$1/D\times2$,人,"表4.2,表4.3"
橋梁,ポストテンション場所打ホロースラブ橋工,落橋防止装置取付工,,,,,1,組,,,落橋防止装置,1,組,
橋梁,ポストテンション場所打ホロースラブ橋工,落橋防止装置取付工,,,,,1,組,,機械,ラフテレーンクレーン,$1/D\times1$,日,表4.1 表4.3 機械賃料
橋梁,ポストテンション場所打ホロースラブ橋工,落橋防止装置取付工,,,,,1,組,,,諸雑費,1,式,表4.4
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,労務,橋りょう世話役,$1/D\times1$,人,"表5.2,表5.3"
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,労務,橋りょう特殊工,$1/D\times2$,人,"表5.2,表5.3"
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,労務,普通作業員,$1/D\times2$,人,"表5.2,表5.3"
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,,ゴム支承,1,個,
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,,無収縮モルタル,$1/D\times1$,m³,必要数量計上
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,機械,ラフテレーンクレーン,$1/D\times1$,日,表5.1表5.3 機械賃料
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,,諸雑費,1,式,表5.4
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,労務,土木一般世話役,,人,表3.2
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,労務,型わく工,,人,表3.2
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,労務,とび工,,人,表3.2
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,労務,特殊作業員,,人,表3.2
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,労務,普通作業員,,人,表3.2
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,資材,生コンクリート,,m³,
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,機械,コンクリートポンプ車 運転,,日,表3.2 機械損料
橋梁,ポストテンション場所打ホロースラブ橋工,コンクリート工,,,,,10,m³,,,諸雑費,1,式,表3.2
橋梁,ポストテンション場所打ホロースラブ橋工,鉄筋工,,,,,1,t,,労務,土木一般世話役,,人,表3.3
橋梁,ポストテンション場所打ホロースラブ橋工,鉄筋工,,,,,1,t,,労務,鉄筋工,,人,表3.3
橋梁,ポストテンション場所打ホロースラブ橋工,鉄筋工,,,,,1,t,,労務,とび工,,人,表3.3
橋梁,ポストテンション場所打ホロースラブ橋工,鉄筋工,,,,,1,t,,労務,普通作業員,,人,表3.3
橋梁,ポストテンション場所打ホロースラブ橋工,鉄筋工,,,,,1,t,,,棒鋼,,t,
橋梁,ポストテンション場所打ホロースラブ橋工,鉄筋工,,,,,1,t,,,諸雑費,1,式,
橋梁,ポストテンション場所打ホロースラブ橋工,ケーブル工○○KN (○○t) 型ケーブル,,,,,100,m,,労務,橋りょう世話役,,人,表3.4
橋梁,ポストテンション場所打ホロースラブ橋工,ケーブル工○○KN (○○t) 型ケーブル,,,,,100,m,,労務,橋りょう特殊工,,人,表3.4
橋梁,ポストテンション場所打ホロースラブ橋工,ケーブル工○○KN (○○t) 型ケーブル,,,,,100,m,,労務,とび工,,人,表3.4
橋梁,ポストテンション場所打ホロースラブ橋工,ケーブル工○○KN (○○t) 型ケーブル,,,,,100,m,,労務,普通作業員,,人,表3.4
橋梁,ポストテンション場所打ホロースラブ橋工,ケーブル工○○KN (○○t) 型ケーブル,,,,,100,m,,,PC鋼材,,kg,
橋梁,ポストテンション場所打ホロースラブ橋工,ケーブル工○○KN (○○t) 型ケーブル,,,,,100,m,,,諸雑費,1,式,
橋梁,ポストテンション場所打ホロースラブ橋工,緊張工○○kN (○○)型,,,,,10,ケーブル,,労務,橋りょう世話役,,人,表3.5
橋梁,ポストテンション場所打ホロースラブ橋工,緊張工○○kN (○○)型,,,,,10,ケーブル,,労務,橋りょう特殊工,,人,表3.5
橋梁,ポストテンション場所打ホロースラブ橋工,緊張工○○kN (○○)型,,,,,10,ケーブル,,労務,型わく工,,人,表3.5
橋梁,ポストテンション場所打ホロースラブ橋工,緊張工○○kN (○○)型,,,,,10,ケーブル,,労務,普通作業員,,人,表3.5
橋梁,ポストテンション場所打ホロースラブ橋工,緊張工○○kN (○○)型,,,,,10,ケーブル,,,定着装置,,個,
橋梁,ポストテンション場所打ホロースラブ橋工,緊張工○○kN (○○)型,,,,,10,ケーブル,,,諸雑費,1,式,
橋梁,ポストテンション場所打ホロースラブ橋工,接続工○OkN(○○)型,,,,,1,組,,労務,橋りょう世話役,$1/D\times1$,人,"表3.6,表3.7"
橋梁,ポストテンション場所打ホロースラブ橋工,接続工○OkN(○○)型,,,,,1,組,,労務,橋りょう特殊工,$1/D\times2$,人,"表3.6,表3.7"
橋梁,ポストテンション場所打ホロースラブ橋工,接続工○OkN(○○)型,,,,,1,組,,労務,普通作業員,$1/D\times2$,人,"表3.6,表3.7"
橋梁,ポストテンション場所打ホロースラブ橋工,接続工○OkN(○○)型,,,,,1,組,,,接続具,1,組,
橋梁,ポストテンション場所打ホロースラブ橋工,接続工○OkN(○○)型,,,,,1,組,,,諸雑費,1,式,表3.8
橋梁,ポストテンション場所打ホロースラブ橋工,落橋防止装置取付工,,,,,1,組,,労務,橋りょう世話役,$1/D\times1$,人,"表4.2,表4.3"
橋梁,ポストテンション場所打ホロースラブ橋工,落橋防止装置取付工,,,,,1,組,,労務,橋りょう特殊工,$1/D\times2$,人,"表4.2,表4.3"
橋梁,ポストテンション場所打ホロースラブ橋工,落橋防止装置取付工,,,,,1,組,,労務,普通作業員,$1/D\times2$,人,"表4.2,表4.3"
橋梁,ポストテンション場所打ホロースラブ橋工,落橋防止装置取付工,,,,,1,組,,,落橋防止装置,1,組,
橋梁,ポストテンション場所打ホロースラブ橋工,落橋防止装置取付工,,,,,1,組,,機械,ラフテレーンクレーン,$1/D\times1$,日,表4.1 表4.3 機械賃料
橋梁,ポストテンション場所打ホロースラブ橋工,落橋防止装置取付工,,,,,1,組,,,諸雑費,1,式,表4.4
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,労務,橋りょう世話役,$1/D\times1$,人,"表5.2,表5.3"
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,労務,橋りょう特殊工,$1/D\times2$,人,"表5.2,表5.3"
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,労務,普通作業員,$1/D\times2$,人,"表5.2,表5.3"
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,,ゴム支承,1,個,
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,,無収縮モルタル,$1/D\times1$,m³,必要数量計上
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,機械,ラフテレーンクレーン,$1/D\times1$,日,表5.1表5.3 機械賃料
橋梁,ポストテンション場所打ホロースラブ橋工,支承工,,,,,1,個,,,諸雑費,1,式,表5.4
橋梁,ポストテンション場所打箱桁橋工,コンクリート工,,,,,10,m³,,労務,土木一般世話役,,人,表3.2
橋梁,ポストテンション場所打箱桁橋工,コンクリート工,,,,,10,m³,,労務,型わく工,,人,表3.2
橋梁,ポストテンション場所打箱桁橋工,コンクリート工,,,,,10,m³,,労務,とび工,,人,表3.2
橋梁,ポストテンション場所打箱桁橋工,コンクリート工,,,,,10,m³,,労務,特殊作業員,,人,表3.2
橋梁,ポストテンション場所打箱桁橋工,コンクリート工,,,,,10,m³,,労務,普通作業員,,人,表3.2
橋梁,ポストテンション場所打箱桁橋工,コンクリート工,,,,,10,m³,,資材,生コンクリート,,m³,
橋梁,ポストテンション場所打箱桁橋工,コンクリート工,,,,,10,m³,,機械,コンクリートポンプ車 運転,,日,表3.2 機械損料
橋梁,ポストテンション場所打箱桁橋工,コンクリート工,,,,,10,m³,,,諸雑費,1,式,表3.2
橋梁,ポストテンション場所打箱桁橋工,鉄筋工,,,,,1,t,,労務,土木一般世話役,,人,表3.3
橋梁,ポストテンション場所打箱桁橋工,鉄筋工,,,,,1,t,,労務,鉄筋工,,人,表3.3
